occ1980,occ1980_title,soc1980,soc1980_title
659,MISCELLANEOUS PRECISION WOODWORKERS,6839,MISCELLANEOUS PRECISION WOODWORKERS
666,DRESSMAKERS,6852,"TAILORS AND DRESSMAKERS, HAND"
666,DRESSMAKERS,7752,HAND SEWING OCCUPATIONS
667,TAILORS,6852,"TAILORS AND DRESSMAKERS, HAND"
668,UPHOLSTERERS,6853,UPHOLSTERERS
669,SHOE REPAIRERS,6854,SHOEMAKERS AND LEATHER WORKERS AND REPAIRERS
673,APPAREL AND FABRIC PATTERNMAKERS,6856,APPAREL AND FABRIC PATTERNMAKERS
674,MISCELLANEOUS PRECISION APPAREL AND FABRIC WORKERS,6859,MISCELLANEOUS PRECISION APPAREL AND FABRIC WORKERS
674,MISCELLANEOUS PRECISION APPAREL AND FABRIC WORKERS,7752,HAND SEWING OCCUPATIONS
675,"HAND MOLDERS AND SHAPERS, EXCEPT JEWELERS",6861,PRECISION HAND MOLDERS AND SHAPERS (EXCEPT JEWELERS
676,"PATTERNMAKERS, LAY-OUT WORKERS, AND CUTTERS",6862,"PRECISION PATTERNMAKERS, LAY-OUT WORKERS AND CUTTER"
677,OPTICAL GOODS WORKERS,6864,OPTICAL GOODS WORKERS
677,OPTICAL GOODS WORKERS,7477,"CRUSHING, GRINDING AND POLISHING MACHINE SETUP OPER"
677,OPTICAL GOODS WORKERS,7677,"CRUSHING, GRINDING AND POLISHING MACHINE OPERATORS"
678,DENTAL LABORATORY AND MEDICAL APPLIANCE TECHNICIAN,6865,DENTAL LABORATORY TECHNICIANS
679,BOOKBINDERS,6844,BOOKBINDERS
683,ELECTRICAL AND ELECTRONIC EQUIPMENT ASSEMBLERS,6867,PRECISION ELECTRICAL AND ELECTRONIC EQUIPMENT ASSEM
684,"MISCELLANEOUS PRECISION WORKERS, N.E.C.",6869,"MISCELLANEOUS PRECISION WORKERS, NOT ELSEWHERE CLAS"
686,BUTCHERS AND MEAT CUTTERS,6871,BUTCHERS AND MEAT CUTTERS
687,BAKERS,6872,BAKERS
688,FOOD BATCHMAKERS,6873,"BATCHMAKERS (CANDYMAKERS, CHEESEMAKERS, ETC.)"
688,FOOD BATCHMAKERS,6879,MISCELLANEOUS PRECISION FOOD WORKERS
689,"INSPECTORS, TESTERS, AND GRADERS",6881,"PRECISION INSPECTORS, TESTERS, AND GRADERS"
689,"INSPECTORS, TESTERS, AND GRADERS",828,TRANSPORTATION INSPECTORS
693,ADJUSTERS AND CALIBRATORS,6882,PRECISION ADJUSTERS AND CALIBRATORS
694,WATER AND SEWAGE TREATMENT PLANT OPERATORS,691,WATER AND SEWAGE TREATMENT PLANT OPERATORS
695,POWER PLANT OPERATORS,6932,"POWER PLANT AND SYSTEMS OPERATORS, EXC. STATIONARY"
696,STATIONARY ENGINEERS,6931,STATIONARY ENGINEERS
696,STATIONARY ENGINEERS,7668,BOILER OPERATORS AND TENDERS (LOW PRESSURE)
699,MISCELLANEOUS PLANT AND SYSTEM OPERATORS,692,GAS PLANT OPERATORS
699,MISCELLANEOUS PLANT AND SYSTEM OPERATORS,694,CHEMICAL PLANT OPERATORS
699,MISCELLANEOUS PLANT AND SYSTEM OPERATORS,695,PETROLEUM PLANT OPERATORS
699,MISCELLANEOUS PLANT AND SYSTEM OPERATORS,696,MISC PLANT OR SYSTEM OPERATORS
703,LATHE AND TURNING MACHINE SET-UP OPERATORS,7312,LATHE AND TURNING MACHINE SETUP OPERATORS
704,LATHE AND TURNING MACHINE OPERATORS,7512,LATHE AND TURNING MACHINE OPERATORS AND TENDERS
705,MILLING AND PLANING MACHINE OPERATORS,7313,MILLING AND PLANING MACHINE SETUP OPERATORS
705,MILLING AND PLANING MACHINE OPERATORS,7513,MILLING AND PLANING MACHINE OPERATORS AND TENDERS
706,PUNCHING AND STAMPING PRESS MACHINE OPERATORS,7314,PUNCHING AND SHEARING MACHINE SETUP OPERATORS
706,PUNCHING AND STAMPING PRESS MACHINE OPERATORS,7317,PRESS AND BRAKE MACHINE SETUP OPERATORS
706,PUNCHING AND STAMPING PRESS MACHINE OPERATORS,7514,PUNCHING AND SHEARING MACHINE OPERATORS AND TENDERS
706,PUNCHING AND STAMPING PRESS MACHINE OPERATORS,7517,PRESS AND BRAKE MACHINE OPERATORS AND TENDERS
707,ROLLING MACHINE OPERATORS,7316,ROLLING MACHINE SETUP OPERATORS
707,ROLLING MACHINE OPERATORS,7516,ROLLING MACHINE OPERATORS AND TENDERS
708,DRILLING AND BORING MACHINE OPERATORS,7318,DRILLING AND BORING MACHINE SETUP OPERATORS
708,DRILLING AND BORING MACHINE OPERATORS,7518,DRILLING AND BORING MACHINE OPERATORS AND TENDERS
709,"GRINDING, ABRADING, BUFFING, AND POLISHING MACHINE OPERATORS",7322,"GRINDING, ABRADING, BUFFING, AND POLISHING MACHINE"
709,"GRINDING, ABRADING, BUFFING, AND POLISHING MACHINE OPERATORS",7324,LAPPING AND HONING MACHINE SETUP OPERATORS
709,"GRINDING, ABRADING, BUFFING, AND POLISHING MACHINE OPERATORS",7522,"GRINDING, ABRADING, BUFFING AND POLISHING MACHINE O"
713,FORGING MACHINE OPERATORS,7319,FORGING MACHINE SETUP OPERATORS
713,FORGING MACHINE OPERATORS,7519,FORGING MACHINE OPERATORS AND TENDERS
714,NUMERICAL CONTROL MACHINE OPERATOR,7326,NUMERICAL CONTROL MACHINE SETUP OPERATORS
715,"MISCELLANEOUS METAL, PLASTIC, STONE AND GLASS WORKING MACHINE OPERA",7329,MISCELLANEOUS METALWORKING AND PLASTIC WORKING MACH
715,"MISCELLANEOUS METAL, PLASTIC, STONE AND GLASS WORKING MACHINE OPERA",7529,MISCELLANEOUS METALWORKING AND PLASTIC WORKING MACH
717,"FABRICATING MACHINE OPERATORS, N.E.C.",7339,MISCELLANEOUS FABRICATING MACHINE SETUP OPERATORS
717,"FABRICATING MACHINE OPERATORS, N.E.C.",7539,MISCELLANEOUS FABRICATING MACHINE OPERATORS AND TEN
719,MOLDING AND CASTING MACHINE OPERATORS,7315,EXTRUDING AND DRAWING MACHINE SETUP OPERATORS
719,MOLDING AND CASTING MACHINE OPERATORS,7342,MOLDING AND CASTING MACHINE SETUP OPERATORS
719,MOLDING AND CASTING MACHINE OPERATORS,7515,EXTRUDING AND DRAWING MACHINE OPERATORS AND TENDERS
719,MOLDING AND CASTING MACHINE OPERATORS,7542,MOLDING AND CASTING MACHINE OPERATORS AND TENDERS
723,METAL PLATING MACHINE OPERATORS,7343,PLATING AND COATING MACHINE SETUP OPERATORS
723,METAL PLATING MACHINE OPERATORS,7543,PLATING AND COATING MACHINE OPERATORS AND TENDERS
724,HEAT TREATING EQUIPMENT OPERATORS,7344,HEATING EQUIPMENT SETUP OPERATORS
724,HEAT TREATING EQUIPMENT OPERATORS,7544,HEATING EQUIPMENT OPERATORS AND TENDERS
725,MISCELLANEOUS METAL AND PLASTIC PROCESSING MACHINE OPERATORS,7349,MISCELLANEOUS METAL AND PLASTIC PROCESSING MACHINE
725,MISCELLANEOUS METAL AND PLASTIC PROCESSING MACHINE OPERATORS,7549,MISCELLANEOUS METAL AND PLASTIC PROCESSING MACHINE
726,"WOOD LATHE, ROUTING, AND PLANING MACHINE OPERATORS",7431,LATHE AND TURNING MACHINE SETUP OPERATORS
726,"WOOD LATHE, ROUTING, AND PLANING MACHINE OPERATORS",7432,ROUTER AND PLANER MACHINE SETUP OPERATORS
726,"WOOD LATHE, ROUTING, AND PLANING MACHINE OPERATORS",7631,LATHE AND TURNING MACHINE OPERATORS AND TENDERS
726,"WOOD LATHE, ROUTING, AND PLANING MACHINE OPERATORS",7632,ROUTER AND PLANER MACHINE OPERATORS AND TENDERS
727,SAWING MACHINE OPERATORS,7433,SAWING MACHINE SETUP OPERATORS
727,SAWING MACHINE OPERATORS,7633,SAWING MACHINE OPERATORS AND TENDERS
728,SHAPING AND JOINING MACHINE OPERATORS,7435,SHAPING AND JOINING MACHINE SETUP OPERATORS
728,SHAPING AND JOINING MACHINE OPERATORS,7635,SHAPING AND JOINING MACHINE OPERATORS AND TENDERS
729,"NAILING AND TACKING MACHINE OPERATORS",7636,"NAILING AND TACKING MACHINE OPERATORS AND TENDERS"
733,MISCELLANEOUS WOODWORKING MACHINE OPERATORS,7434,SANDING MACHINE SETUP OPERATORS
733,MISCELLANEOUS WOODWORKING MACHINE OPERATORS,7439,MISCELLANEOUS WOODWORKING MACHINE SETUP OPERATORS
733,MISCELLANEOUS WOODWORKING MACHINE OPERATORS,7634,SANDING MACHINE OPERATORS AND TENDERS
733,MISCELLANEOUS WOODWORKING MACHINE OPERATORS,7639,MISCELLANEOUS WOODWORKING MACHINE OPERATORS AND TEN
734,PRINTING MACHINE OPERATORS,7443,PRINTING PRESS SETUP OPERATORS
734,PRINTING MACHINE OPERATORS,7643,PRINTING MACHINE OPERATORS AND TENDERS
735,PHOTOENGRAVERS AND LITHOGRAPHERS,6842,PRECISION LITHOGRAPHERS AND PHOTOENGRAVERS
735,PHOTOENGRAVERS AND LITHOGRAPHERS,7444,PHOTOENGRAVING AND LITHOGRAPHING MACHINE SETUP OPER
735,PHOTOENGRAVERS AND LITHOGRAPHERS,7644,PHOTOENGRAVING AND LITHOGRAPHING MACHINE OPERATORS
736,TYPESETTERS AND COMPOSITORS,6841,PRECISION TYPESETTERS
736,TYPESETTERS AND COMPOSITORS,7642,TYPESETTING AND COMPOSING MACHINE OPERATORS AND TEN
737,MISCELLANEOUS PRINTING MACHINE OPERATORS,6849,MISC PRECISION PRINTING OCCUPATIONS
737,MISCELLANEOUS PRINTING MACHINE OPERATORS,7449,MISCELLANEOUS PRINTING MACHINE SETUP OPERATORS
737,MISCELLANEOUS PRINTING MACHINE OPERATORS,7649,"PRINTING MACHINE OPERATORS AND TENDERS, NOT ELSEWHE"
738,WINDING AND TWISTING MACHINE OPERATORS,7451,WINDING AND TWISTING MACHINE SETUP OPERATORS
738,WINDING AND TWISTING MACHINE OPERATORS,7651,WINDING AND TWISTING MACHINE OPERATORS AND TENDERS
739,"KNITTING, LOOPING, TAPING, AND WEAVING MACHINE OPERATORS",7452,KNITTING AND WEAVING MACHINE SETUP OPERATORS
739,"KNITTING, LOOPING, TAPING, AND WEAVING MACHINE OPERATORS",7652,KNITTING AND WEAVING MACHINE OPERATORS AND TENDERS
743,TEXTILE CUTTING MACHINE OPERATORS,7654,TEXTILE CUTTING MACHINE OPERATORS AND TENDERS
744,TEXTILE SEWING MACHINE OPERATORS,7655,TEXTILE SEWING MACHINE OPERATORS AND TENDERS
745,SHOE MACHINE OPERATORS,7656,SHOE MACHINE OPERATORS AND TENDERS
747,PRESSING MACHINE OPERATORS,7657,PRESSING MACHINE OPERATORS
748,LAUNDERING AND DRY CLEANING MACHINE OPERATORS,6855,"PRECISION LAUNDERING, CLEANING, AND DYEING OCCUPATI"
748,LAUNDERING AND DRY CLEANING MACHINE OPERATORS,7658,LAUNDERING AND DRY CLEANING MACHINE OPERATORS AND T
749,MISCELLANEOUS TEXTILE MACHINE OPERATORS,7459,"TEXTILE MACHINE SETUP OPERATORS, NOT ELSEWHERE CLAS"
749,MISCELLANEOUS TEXTILE MACHINE OPERATORS,7659,MISCELLANEOUS TEXTILE MACHINE OPERATORS AND TENDERS
753,CEMENTING AND GLUING MACHINE OPERATORS,7661,CEMENTING AND GLUING MACHINE OPERATORS AND TENDERS
754,PACKAGING AND FILLING MACHINE OPERATORS,7462,PACKAGING AND FILLING MACHINE SETUP OPERATORS
754,PACKAGING AND FILLING MACHINE OPERATORS,7662,PACKAGING AND FILLING MACHINE OPERATORS AND TENDERS
755,EXTRUDING AND FORMING MACHINE OPERATORS,7463,EXTRUDING AND FORMING MACHINE SETUP OPERATORS
755,EXTRUDING AND FORMING MACHINE OPERATORS,7663,EXTRUDING AND FORMING MACHINE OPERATORS AND TENDERS
756,MIXING AND BLENDING MACHINE OPERATORS,7664,MIXING AND BLENDING MACHINE OPERATORS AND TENDERS
757,"SEPARATING, FILTERING, AND CLARIFYING MACHINE OPERATORS",7476,"STILL, CLARIFYING, AND PRECIPITATING MACHINE SETUP"
757,"SEPARATING, FILTERING, AND CLARIFYING MACHINE OPERATORS",7666,SEPARATING AND FILTERING MACHINE OPERATORS AND TEND
757,"SEPARATING, FILTERING, AND CLARIFYING MACHINE OPERATORS",7676,"STILL, CLARIFIER AND PRECIPITATOR OPERATORS AND TEN"
758,COMPRESSING AND COMPACTING MACHINE OPERATORS,7467,COMPRESSING AND COMPACTING MACHINE SETUP OPERATORS
758,COMPRESSING AND COMPACTING MACHINE OPERATORS,7667,COMPRESSING AND COMPACTING MACHINE OPERATORS AND TE
759,PAINTING AND PAINT SPRAYING MACHINE OPERATORS,7669,"COATING, PAINTING, AND SPRAYING MACHINE OPERATORS A"
763,"ROASTING AND BAKING MACHINE OPERATORS, FOOD",7472,ROASTING AND BAKING MACHINE SETUP OPERATORS
763,"ROASTING AND BAKING MACHINE OPERATORS, FOOD",7672,ROASTING AND BAKING MACHINE OPERATORS AND TENDERS
764,"WASHING, CLEANING, AND PICKLING MACHINE OPERATORS",7673,"WASHING, CLEANING AND PICKLING EQUIPMENT OPERATORS"
765,FOLDING MACHINE OPERATORS,7474,FOLDING MACHINE SETUP OPERATORS
765,FOLDING MACHINE OPERATORS,7674,FOLDING MACHINE OPERATORS AND TENDERS
766,"FURNACE, KILN, AND OVEN OPERATORS, EXC. FOOD",7675,"FURNACE, KILN, AND OVEN OPERATORS AND TENDERS"
768,CRUSHING AND GRINDING MACHINE OPERATORS,7477,"CRUSHING, GRINDING AND POLISHING MACHINE SETUP OPER"
768,CRUSHING AND GRINDING MACHINE OPERATORS,7677,"CRUSHING, GRINDING AND POLISHING MACHINE OPERATORS"
769,SLICING AND CUTTING MACHINE OPERATORS,7478,SLICING AND CUTTING MACHINE SETUP OPERATORS
769,SLICING AND CUTTING MACHINE OPERATORS,7678,SLICING AND CUTTING MACHINE OPERATORS AND TENDERS
773,MOTION PICTURE PROJECTIONISTS,7479,MISCELLANEOUS MACHINE SETUP OPERATORS
774,PHOTOGRAPHIC PROCESS MACHINE OPERATORS,6863,DETAIL DESIGN PAINTERS AND DECORATORS
774,PHOTOGRAPHIC PROCESS MACHINE OPERATORS,6868,PHOTOGRAPHIC PROCESS WORKERS
774,PHOTOGRAPHIC PROCESS MACHINE OPERATORS,7671,PHOTOGRAPHIC PROCESSING MACHINE OPERATORS
777,"MISCELLANEOUS MACHINE OPERATORS, N.E.C.",7479,MISCELLANEOUS MACHINE SETUP OPERATORS
777,"MISCELLANEOUS MACHINE OPERATORS, N.E.C.",7665,COOLING AND FREEZING EQUIPMENT OPERATORS AND TENDER
777,"MISCELLANEOUS MACHINE OPERATORS, N.E.C.",7679,"MISC MACHINE OPERATORS AND TENDERS, NEC"
783,WELDERS AND CUTTERS,7332,WELDING MACHINE SETUP OPERATORS
783,WELDERS AND CUTTERS,7532,WELDING MACHINE OPERATORS AND TENDERS
783,WELDERS AND CUTTERS,7714,WELDERS AND CUTTERS
784,SOLDERERS AND BRAZERS,7333,SOLDERING AND BRAZING MACHINE SETUP OPERATORS
784,SOLDERERS AND BRAZERS,7533,SOLDERING AND BRAZING MACHINE OPERATORS AND TENDERS
784,SOLDERERS AND BRAZERS,7717,SOLDERERS AND BRAZERS
785,ASSEMBLERS,772,ASSEMBLERS
785,ASSEMBLERS,774,"FABRICATORS, NOT ELSEWHERE CLASSIFIED"
786,HAND CUTTING AND TRIMMING OCCUPATIONS,7753,HAND CUTTING AND TRIMMING OCCUPATIONS
787,"HAND MOLDING, CASTING, AND FORMING OCCUPATIONS",7754,HAND MOLDING AND CASTING OCCUPATIONS
787,"HAND MOLDING, CASTING, AND FORMING OCCUPATIONS",7755,HAND FORMING AND SHAPING OCCUPATIONS
789,"HAND PAINTING, COATING, AND DECORATING OCCUPATIONS",7756,"HAND PAINTING, COATING AND DECORATING OCCUPATIONS"
793,HAND ENGRAVING AND PRINTING OCCUPATIONS,7757,HAND ENGRAVING AND PRINTING OCCUPATIONS
794,HAND GRINDING AND POLISHING OCCUPATIONS,7758,HAND GRINDING AND POLISHING OCCUPATIONS
795,MISCELLANEOUS HAND WORKING OCCUPATIONS,7759,MISCELLANEOUS HAND WORKING OCCUPATIONS
796,"PRODUCTION INSPECTORS, CHECKERS, AND EXAMINERS",782,"PRODUCTION INSPECTORS, CHECKERS AND EXAMINERS"
796,"PRODUCTION INSPECTORS, CHECKERS, AND EXAMINERS",787,PRODUCTION EXPEDITERS
797,PRODUCTION TESTERS,783,PRODUCTION TESTERS
798,PRODUCTION SAMPLERS AND WEIGHERS,784,PRODUCTION SAMPLERS AND WEIGHERS
799,"GRADERS AND SORTERS, EXC. AGRICULTURAL",785,"GRADERS AND SORTERS, EXCEPT AGRICULTURAL"
803,"SUPERVISORS, MOTOR VEHICLE OPERATORS",8111,SUPERVISORS; MOTOR VEHICLE OPERATORS
804,"TRUCK DRIVERS, HEAVY",8212,"TRUCK DRIVERS, TRACTOR-TRAILER"
804,"TRUCK DRIVERS, HEAVY",8213,"TRUCK DRIVERS, HEAVY"
805,"TRUCK DRIVERS, LIGHT",8214,"TRUCK DRIVERS, LIGHT (INCLUDING DELIVERY AND ROUTE"
806,DRIVER-SALES WORKERS,8218,DRIVER-SALES WORKERS
808,BUS DRIVERS,8215,BUS DRIVERS
809,TAXICAB DRIVERS AND CHAUFFEURS,8216,TAXICAB DRIVERS AND CHAUFFEURS
813,PARKING LOT ATTENDANTS,874,PARKING LOT ATTENDANTS
814,"MOTOR TRANSPORTATION OCCUPATIONS, N.E.C.",8219,"OTHER MOTOR TRANSPORTATION OCCUPATIONS, NOT ELSEWHE"
823,RAILROAD CONDUCTORS AND YARDMASTER,8113,RAILROAD CONDUCTORS AND YARDMASTERS
824,LOCOMOTIVE OPERATING OCCUPATIONS,8232,LOCOMOTIVE OPERATING OCCUPATIONS
825,"RAILROAD BRAKE, SIGNAL, AND SWITCH OPERATORS",8233,"RAILROAD BRAKE, SIGNAL, AND SWITCH OPERATORS"
826,"RAIL VEHICLE OPERATORS, N.E.C.",8239,"RAIL VEHICLE OPERATORS, NOT ELSEWHERE CLASSIFIED"
828,"SHIP CAPTAINS AND MATES, EXCEPT FISHING BOATS",8241,SHIP CAPTAINS AND MATES
828,"SHIP CAPTAINS AND MATES, EXCEPT FISHING BOATS",8242,BOAT AND BARGE OPERATORS
829,SAILORS AND DECKHANDS,8243,SAILORS AND DECKHANDS
833,MARINE ENGINEERS,8244,MARINE ENGINEERS
834,"BRIDGE, LOCK, AND LIGHTHOUSE TENDERS",8245,"BRIDGE, LOCK, AND LIGHTHOUSE TENDERS"
843,"SUPERVISORS, MATERIAL MOVING EQUIPMENT OPERATORS",812,SUPERVISORS; MATERIAL MOVING EQUIPMENT OPERATORS
844,OPERATING ENGINEERS,8312,OPERATING ENGINEERS
845,LONGSHORE EQUIPMENT OPERATORS,8313,LONGSHORE EQUIPMENT OPERATORS
848,HOIST AND WINCH OPERATORS,8314,HOIST AND WINCH OPERATORS
849,CRANE AND TOWER OPERATORS,8315,CRANE AND TOWER OPERATORS
853,EXCAVATING AND LOADING MACHINE OPERATORS,8316,EXCAVATING AND LOADING MACHINE OPERATORS
855,"GRADER, DOZER, AND SCRAPER OPERATORS",8317,"GRADER, DOZER, AND SCRAPER OPERATORS"
856,INDUSTRIAL TRUCK AND TRACTOR EQUIPMENT OPERATORS,8318,INDUSTRIAL TRUCK AND TRACTOR EQUIPMENT OPERATORS
859,MISCELLANEOUS MATERIAL MOVING EQUIPMENT OPERATORS,8319,MISC MATERIAL MOVING EQUIPMENT OPERATORS
863,"SUPERVISORS, HANDLERS, EQUIPMENT CLEANERS, AND LABORERS,",85,"SUPERVISORS; HANDLERS, EQUIPMENT CLEANERS, HELPERS,"
864,"HELPERS, MECHANICS AND REPAIRERS",8632,HELPERS; VEHICLE AND MOBILE EQUIPMENT MECHANICS AND
864,"HELPERS, MECHANICS AND REPAIRERS",8633,HELPERS; INDUSTRIAL MACHINERY REPAIRERS
864,"HELPERS, MECHANICS AND REPAIRERS",8635,HELPERS; ELECTRICAL AND ELECTRONIC EQUIPMENT REPAIR
864,"HELPERS, MECHANICS AND REPAIRERS",8637,HELPERS; MISCELLANEOUS MECHANICS AND REPAIRERS
865,"HELPERS, CONSTRUCTION TRADES",8641,"HELPERS; BRICKMASONS, STONEMASONS, AND HARD TILE SE"
865,"HELPERS, CONSTRUCTION TRADES",8642,HELPERS; CARPENTERS AND RELATED WORKERS
865,"HELPERS, CONSTRUCTION TRADES",8643,HELPERS; ELECTRICIANS AND POWER TRANSMISSION INSTAL
865,"HELPERS, CONSTRUCTION TRADES",8644,"HELPERS; PAINTERS, PAPERHANGERS AND PLASTERERS"
865,"HELPERS, CONSTRUCTION TRADES",8645,"HELPERS; PLUMBERS, PIPEFITTERS AND STEAMFITTERS"
865,"HELPERS, CONSTRUCTION TRADES",8648,"HELPERS, OTHER CONSTRUCTION TRADES"
866,"HELPERS, SURVEYOR",8646,HELPERS; SURVEYOR'S
867,"HELPERS, EXTRACTIVE OCCUPATIONS",865,HELPERS; EXTRACTIVE OCCUPATIONS
869,CONSTRUCTION LABORERS,871,CONSTRUCTION LABORERS
873,PRODUCTION HELPERS,8611,HELPERS; METALWORKING AND PLASTIC WORKING MACHINE O
873,PRODUCTION HELPERS,8614,HELPERS; METAL AND PLASTIC PROCESSING MACHINE OPERA
873,PRODUCTION HELPERS,8615,HELPERS; WOODWORKING MACHINE OPERATORS AND TENDERS
873,PRODUCTION HELPERS,8616,HELPERS; PRINTING MACHINE OPERATORS AND TENDERS
873,PRODUCTION HELPERS,8617,"HELPERS; TEXTILE, APPAREL AND FURNISHINGS MACHINE O"
873,PRODUCTION HELPERS,8618,"HELPERS; MACHINE OPERATORS AND TENDERS, ASSORTED MA"
873,PRODUCTION HELPERS,8619,HELPERS; PRECISION PRODUCTION OCCUPATIONS AND SETUP
873,PRODUCTION HELPERS,862,HELPERS; FABRICATORS AND INSPECTORS
875,GARBAGE COLLECTORS,8722,GARBAGE COLLECTORS
876,STEVEDORES,8723,STEVEDORES
877,STOCK HANDLERS AND BAGGERS,8724,STOCK HANDLERS AND BAGGERS
878,MACHINE FEEDERS AND OFFBEARERS,8725,MACHINE FEEDERS AND OFFBEARERS
883,"FREIGHT, STOCK, AND MATERIAL HANDLERS, N.E.C.",8726,"FREIGHT, STOCK, AND MATERIAL MOVERS, NOT ELSEWHERE"
885,GARAGE AND SERVICE STATION RELATED OCCUPATIONS,873,GARAGE AND SERVICE STATION RELATED OCCUPATIONS
887,VEHICLE WASHERS AND EQUIPMENT CLEANERS,875,VEHICLE WASHERS AND EQUIPMENT CLEANERS
888,HAND PACKERS AND PACKAGERS,8761,HAND PACKERS AND PACKAGERS
889,"LABORERS, EXCEPT CONSTRUCTION",8769,"MANUAL OCCUPATIONS, NEC"
